pH,Temperature,D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
6.54,13.52,4.57,103.02,0.16,21.98,29.79,118.62,0.83
6.54,13.39,4.59,103.15,0.16,21.89,29.98,118.56,0.83
6.54,13.26,4.6,103.03,0.16,21.87,30.09,118.43,0.83
6.54,13.14,4.63,103.05,0.16,21.92,30.11,118.56,0.83
6.53,13.05,4.66,102.87,0.16,21.94,30.11,118.62,0.83
6.54,12.95,4.69,103.06,0.16,22.13,30.03,118.56,0.83
6.54,12.85,4.72,102.65,0.16,22.02,30.28,118.24,0.83
6.54,12.73,4.75,102.7,0.16,22.13,30.23,118.17,0.83
6.54,12.61,4.78,102.38,0.16,21.82,30.64,118.11,0.83
6.54,12.5,4.83,102.3,0.16,22,30.58,117.92,0.83
6.55,12.39,4.88,102.38,0.16,22.06,30.67,117.92,0.83
6.55,12.3,4.94,102.16,0.16,22.32,30.36,117.92,0.83
6.55,12.21,4.99,102.03,0.16,22.22,30.59,117.98,0.84
6.56,12.13,5.04,102.05,0.16,22.31,30.51,118.05,0.84
6.56,12.05,5.09,102.2,0.16,22.22,30.74,117.79,0.84
6.56,11.95,5.13,101.84,0.16,22.11,30.9,117.08,0.84
6.57,11.84,5.18,101.74,0.16,22.36,30.68,116.96,0.84
6.57,11.73,5.23,101.62,0.16,22.49,30.69,116.7,0.84
6.57,11.64,5.28,101.65,0.18,22.2,31.01,116.38,0.84
6.58,11.53,5.35,101.42,0.16,22.32,31.03,115.87,0.84
6.59,11.44,5.42,101.31,0.16,22.4,31.11,115.55,0.84
6.59,11.34,5.49,101.47,0.16,22.29,31.28,115.55,0.84
6.6,11.26,5.55,101.18,0.16,22.27,31.43,115.29,0.84
6.6,11.18,5.61,101.2,0.16,22.42,31.34,115.16,0.84
6.61,11.1,5.67,101.13,0.16,22.27,31.66,114.78,0.84
6.61,11.01,5.73,101.08,0.16,22.36,31.66,114.52,0.84
6.62,10.92,5.82,100.97,0.16,22.38,31.74,114.2,0.84
6.63,10.85,5.96,100.92,0.16,22.48,31.82,114.59,0.84
6.64,10.79,6.17,100.81,0.16,22.48,31.96,114.97,0.84
6.65,10.74,6.42,100.61,0.16,22.6,31.84,115.55,0.84
6.67,10.7,6.7,100.29,0.16,22.68,31.97,116.38,0.84
6.68,10.67,7,99.55,0.16,22.83,32,117.28,0.84
6.7,10.68,7.44,99.87,0.16,22.98,31.91,118.3,0.84
6.73,10.77,8.14,99.61,0.16,23.2,32.08,119.58,0.84
6.78,10.92,8.94,99.97,0.16,23.25,32.2,120.42,0.84
6.82,11.12,9.8,99.94,0.16,23.17,32.61,121.51,0.84
6.88,11.37,10.72,99.71,0.16,22.95,33.06,122.72,0.84
6.94,11.69,11.69,99.58,0.16,23.18,32.94,122.98,0.84
7.01,12.04,12.64,99.89,0.16,23.2,33.04,123.62,0.84
7.1,12.44,13.59,99.74,0.16,23.15,33.26,125.03,0.84
7.2,12.88,14.5,99.95,0.16,22.96,33.54,125.61,0.84
7.3,13.33,15.25,100.07,0.15,23.29,33.19,125.22,0.84
7.4,13.81,15.81,100.54,0.15,23.2,33.35,123.75,0.84
7.49,14.29,16.19,101.07,0.16,23.18,33.41,122.6,0.84
7.57,14.76,16.37,101.01,0.16,23.4,33.05,120.8,0.83
7.63,15.23,16.41,101.25,0.16,23.56,32.87,119.78,0.83
7.67,15.7,16.34,101.31,0.15,23.22,33.19,118.88,0.83
7.72,18.33,12.99,83.32,0.12,24.13,31.28,114.14,0.82
7.68,18.55,12.56,83.63,0.12,24.39,30.92,109.33,0.82
7.64,18.69,12.16,83.65,0.12,24.36,31.05,109.71,0.82
7.61,18.86,11.88,83.74,0.12,24.29,31.06,107.86,0.82
7.58,18.98,11.58,83.91,0.12,24.31,30.95,106.96,0.82
7.54,19.08,11.27,83.87,0.12,24.43,30.79,107.54,0.82
7.51,19.16,10.96,84.14,0.12,24.52,30.56,109.52,0.82
7.45,19.21,10.65,84.56,0.12,24.77,30.06,110.23,0.82
7.4,19.23,10.31,84.99,0.12,24.6,30.27,111.25,0.82
7.32,19.19,9.87,84.89,0.12,24.62,30.08,111.77,0.82
7.24,19.11,9.36,85.21,0.12,24.47,30.22,113.56,0.83
7.16,19.03,8.88,85.05,0.12,24.5,29.82,115.16,0.83
7.08,18.94,8.41,85.16,0.12,24.34,29.82,115.42,0.83
7.02,18.85,7.98,84.75,0.12,24.68,29.44,116.25,0.83
6.94,18.75,7.53,84.6,0.12,24.5,29.51,116.57,0.83
6.88,18.66,7.05,84.67,0.12,24.45,29.44,117.47,0.83
6.81,18.55,6.61,85.05,0.12,24.32,29.61,117.92,0.83
6.76,18.43,6.2,85.16,0.12,24.32,29.55,120.55,0.83
6.71,18.32,5.84,84.98,0.12,24.25,29.72,121.63,0.83
6.66,18.21,5.53,85.26,0.12,24.25,29.67,121.06,0.83
6.62,18.1,5.26,84.96,0.12,24.12,29.92,122.66,0.83
6.59,17.99,5.04,85.53,0.12,24.26,29.85,122.92,0.83
6.56,17.88,4.84,85.57,0.12,24.39,29.72,123.49,0.83
6.53,17.77,4.68,85.75,0.13,24.2,29.88,124.07,0.83
6.51,17.66,4.55,85.49,0.13,24.39,29.83,124.58,0.83
6.49,17.56,4.44,85.79,0.13,24.4,29.83,124.45,0.83
6.47,17.47,4.35,86.17,0.13,24.29,29.91,124.9,0.83
6.45,17.38,4.27,86,0.13,24.32,29.99,125.03,0.83
6.43,17.28,4.2,86.11,0.13,24.34,29.99,125.48,0.83
6.42,17.19,4.15,86.09,0.13,24.36,29.91,125.8,0.83
6.41,17.1,4.13,86.37,0.13,24.64,29.76,125.99,0.83
6.4,17.02,4.09,86.23,0.13,24.41,29.98,126.06,0.83
6.39,16.92,4.07,86.26,0.13,24.69,29.75,125.99,0.83
6.38,16.81,4.05,86.27,0.13,24.56,29.92,126.38,0.83
6.37,16.69,4.03,86.28,0.13,24.55,30.02,126.7,0.83
6.37,16.59,4.01,86.1,0.13,24.63,29.87,126.83,0.83
6.36,16.49,4,86.15,0.13,24.71,29.88,127.27,0.83
6.35,16.38,3.97,86.35,0.13,24.65,29.97,127.27,0.83
6.35,16.26,3.93,86.39,0.13,24.7,29.99,127.59,0.84
6.34,16.14,3.91,86.16,0.13,24.69,30.01,127.47,0.84
6.34,16.03,3.89,86.11,0.13,24.69,30.03,127.21,0.84
6.34,15.93,3.93,86.29,0.13,24.63,30.19,126.95,0.84
6.34,15.82,3.96,86.03,0.13,24.71,30.12,127.27,0.84
6.33,15.71,3.97,85.98,0.13,24.65,30.21,127.15,0.84
6.33,15.61,4.02,86.02,0.13,24.65,30.23,126.89,0.84
6.33,15.51,4.07,86.09,0.13,24.81,30.15,127.02,0.84
6.33,15.4,4.11,86.07,0.13,24.87,30.08,127.21,0.84
6.33,15.3,4.15,85.89,0.13,24.74,30.33,127.15,0.84
6.33,15.19,4.19,85.62,0.13,24.95,30.11,126.76,0.84
6.34,15.1,4.23,85.82,0.13,24.97,30.11,127.08,0.84
6.33,15,4.27,85.53,0.13,25.12,29.96,127.47,0.84
6.34,14.89,4.32,85.53,0.13,24.92,30.28,127.21,0.84
6.34,14.78,4.36,85.44,0.13,24.99,30.22,127.15,0.84
6.34,14.66,4.39,85.24,0.13,24.92,30.39,126.51,0.84
6.34,14.54,4.4,85.68,0.13,25.24,30.02,126.38,0.84
6.34,14.44,4.4,85.25,0.13,25.18,30.04,126.44,0.84
6.33,14.33,4.4,85.19,0.13,25.25,30.13,126.18,0.84
6.34,14.23,4.41,85.04,0.13,24.94,30.52,125.8,0.84
6.34,14.12,4.42,85.13,0.13,25.28,30.22,125.54,0.84
6.34,14.01,4.43,84.84,0.13,25.14,30.39,125.61,0.84
6.34,13.91,4.45,84.64,0.13,25.22,30.32,125.54,0.84
6.34,13.81,4.48,84.55,0.13,25.29,30.33,125.16,0.84
6.35,13.7,4.54,84.53,0.13,25.3,30.43,124.84,0.84
6.36,13.58,4.59,84.51,0.13,25.36,30.52,124.45,0.84
6.36,13.49,4.62,84.18,0.13,25.52,30.45,123.94,0.84
6.36,13.39,4.64,84.16,0.13,25.54,30.37,123.94,0.84
6.37,13.29,4.67,84.13,0.13,25.63,30.46,123.62,0.84
6.37,13.21,4.7,83.98,0.13,25.59,30.45,123.69,0.85
6.38,13.13,4.75,83.97,0.13,25.63,30.6,123.75,0.85
6.38,13.06,4.85,83.95,0.13,25.55,30.74,123.81,0.85
6.39,13,5.01,83.77,0.13,25.68,30.56,124.26,0.85
6.4,12.95,5.23,83.36,0.13,25.68,30.69,124.9,0.85
6.41,12.9,5.49,82.89,0.13,25.69,30.73,126.18,0.85
6.41,12.86,5.74,83,0.13,25.78,30.68,126.57,0.85
6.75,14.43,12.73,83.09,0.13,25.71,30.17,147.72,0.84
6.87,15,13.58,83.59,0.13,25.52,30.47,148.29,0.84
6.95,15.43,14.05,83.54,0.13,25.58,30.58,144.26,0.84
7.01,15.88,14.28,83.37,0.13,25.71,30.52,141.44,0.84
7.06,16.32,14.33,83.78,0.13,25.7,30.54,137.46,0.84
7.07,16.73,14.24,83.72,0.13,25.73,30.51,135.41,0.84
7.09,17.13,14.06,83.75,0.13,25.81,30.48,133.75,0.84
7.1,17.53,13.84,83.96,0.13,25.61,30.78,133.04,0.84
7.1,17.92,13.64,83.99,0.13,25.89,30.45,132.72,0.84
7.11,18.29,13.43,84.01,0.13,26.07,30.37,132.85,0.84
7.11,18.64,13.21,84.18,0.13,25.8,30.79,133.43,0.84
7.1,18.89,12.94,84.02,0.13,25.91,30.73,132.53,0.84
7.11,19.12,12.71,84.62,0.13,26.2,30.37,131.18,0.84
7.11,19.35,12.51,84.4,0.13,26.06,30.66,130.41,0.84
7.12,19.57,12.35,84.74,0.13,25.99,30.79,129.52,0.84
7.1,19.65,12.07,84.6,0.13,26.17,30.56,128.04,0.84
7.1,19.78,11.9,84.9,0.13,26.26,30.44,127.02,0.84
7.11,19.86,11.71,85.32,0.13,26.28,30.46,126.83,0.84
7.1,19.9,11.52,85.15,0.13,26.68,30.12,125.74,0.84
7.09,19.91,11.32,85.31,0.13,26.63,30.19,126.44,0.84
7.07,19.86,11.07,85.53,0.13,26.71,30.06,125.8,0.84
7.07,19.82,10.9,85.91,0.13,26.72,30.03,125.35,0.84
7.03,19.67,10.55,85.67,0.12,26.89,29.76,123.62,0.84
6.99,19.5,10.18,86.01,0.13,26.89,29.74,123.94,0.84
6.93,19.33,9.78,86.1,0.13,27.23,29.43,124.45,0.84
6.9,19.18,9.58,86.26,0.13,27.26,29.33,124.01,0.84
6.85,19.03,9.21,86.03,0.12,27.42,29.15,123.69,0.84
6.8,18.9,8.85,85.83,0.12,27.33,29.24,123.75,0.84
6.75,18.76,8.47,86.17,0.13,27.44,29.13,123.88,0.84
6.69,18.63,8.01,85.95,0.12,27.7,28.94,124.13,0.84
6.63,18.5,7.53,86.5,0.13,27.68,28.89,124.65,0.84
6.58,18.35,7.08,86.14,0.13,27.71,28.87,124.97,0.84
6.53,18.2,6.67,86.02,0.12,27.81,28.76,125.86,0.84
6.49,18.06,6.31,86.07,0.12,27.63,28.95,126.63,0.84
6.45,17.92,5.98,86.67,0.13,27.81,28.92,126.89,0.84
6.41,17.76,5.71,86.8,0.13,27.68,29.12,127.34,0.84
6.39,17.61,5.48,86.57,0.13,27.77,29.02,128.43,0.84
6.36,17.44,5.3,86.86,0.13,27.62,29.23,128.94,0.85
6.34,17.28,5.13,86.83,0.13,27.7,29.14,129.65,0.85
6.32,17.11,4.97,86.97,0.13,27.71,29.2,130.8,0.85
6.3,16.95,4.85,87.47,0.13,27.8,29.1,131.25,0.85
6.29,16.8,4.73,87.4,0.13,27.81,29.22,131.5,0.85
6.27,16.66,4.64,87.56,0.13,28.07,28.96,131.82,0.85
6.26,16.51,4.55,87.75,0.13,27.73,29.31,132.34,0.85
6.25,16.37,4.49,87.6,0.13,27.83,29.27,132.91,0.85
6.24,16.22,4.44,87.96,0.13,28.01,29.16,133.43,0.85
6.23,16.09,4.39,87.77,0.13,28.13,29.05,133.62,0.85
6.22,15.94,4.36,87.98,0.13,27.79,29.39,134.13,0.85
6.22,15.81,4.34,87.89,0.13,27.91,29.27,134.64,0.85
6.21,15.69,4.31,88.2,0.13,27.97,29.29,134.96,0.85
6.2,15.57,4.3,88.11,0.13,28.05,29.23,134.9,0.85
6.2,15.48,4.28,87.93,0.13,28,29.23,134.71,0.85
6.2,15.4,4.27,88.04,0.13,27.89,29.45,134.77,0.85
6.19,15.32,4.3,87.74,0.13,28.01,29.44,134.96,0.85
6.19,15.24,4.31,87.96,0.13,28.2,29.2,135.16,0.85
6.19,15.15,4.33,87.83,0.13,28.24,29.19,135.03,0.85
6.19,15.06,4.37,88.04,0.13,27.89,29.57,134.96,0.85
6.18,14.97,4.4,87.94,0.13,28.07,29.42,135.09,0.85
6.18,14.87,4.42,88.2,0.13,28.09,29.34,135.03,0.85
6.18,14.78,4.46,87.71,0.13,28.12,29.42,134.58,0.85
6.18,14.69,4.5,87.9,0.13,28.14,29.26,134.77,0.85
6.17,14.59,4.52,87.81,0.13,28.02,29.49,135.28,0.85
6.17,14.5,4.54,87.81,0.13,28.11,29.34,135.28,0.86
6.17,14.4,4.57,87.77,0.13,28.14,29.42,135.41,0.86
6.17,14.31,4.61,87.81,0.13,28.09,29.42,135.48,0.86
6.17,14.21,4.65,87.5,0.13,28.49,29.12,135.54,0.86
6.17,14.12,4.67,87.54,0.13,28.28,29.27,135.61,0.86
6.17,14.02,4.69,87.51,0.13,28.23,29.35,135.54,0.86
6.17,13.93,4.71,87.39,0.13,28.18,29.42,136.12,0.86
6.17,13.83,4.74,87.25,0.13,28.43,29.2,136.12,0.86
6.17,13.74,4.76,87.6,0.13,28.38,29.19,135.22,0.86
6.17,13.65,4.77,87.31,0.14,28.34,29.34,135.54,0.86
6.17,13.56,4.78,87.1,0.13,28.14,29.57,135.03,0.86
6.17,13.47,4.8,86.97,0.13,28.17,29.5,135.22,0.86
6.17,13.37,4.81,86.76,0.13,28.34,29.34,135.03,0.86
6.17,13.29,4.82,86.97,0.13,28.3,29.49,134.96,0.86
6.17,13.21,4.85,86.65,0.13,28.43,29.32,134.77,0.86
6.18,13.13,4.88,86.62,0.13,28.33,29.38,134.52,0.86
6.18,13.06,4.95,86.66,0.13,28.23,29.6,134.32,0.86
6.19,12.99,5.02,86.62,0.13,28.13,29.73,134,0.86
6.19,12.92,5.08,86.07,0.13,28.03,29.79,133.62,0.86
6.19,12.84,5.13,86.27,0.13,28.08,29.77,133.43,0.86
6.19,12.77,5.18,86.1,0.13,27.99,29.91,132.98,0.86
6.2,12.71,5.28,86.21,0.13,28.13,29.74,132.72,0.86
6.21,12.65,5.45,86.09,0.14,28.12,29.72,133.04,0.86
6.21,12.59,5.68,85.77,0.14,28.35,29.61,133.36,0.86
6.22,12.55,5.95,85.79,0.13,28.29,29.57,133.3,0.86
6.24,12.51,6.24,85.22,0.13,28.24,29.68,133.36,0.86
6.25,12.48,6.58,85.07,0.13,28.13,29.62,133.68,0.86
6.27,12.51,7.08,84.66,0.13,28.01,29.76,133.94,0.86
6.3,12.59,7.79,84.57,0.13,28.27,29.46,133.62,0.86
6.33,12.71,8.58,84.68,0.13,28.13,29.51,133.49,0.86
6.38,12.88,9.42,84.66,0.13,27.91,29.84,133.11,0.86
6.43,13.11,10.32,84.93,0.13,27.68,30.04,132.91,0.86
6.49,13.38,11.27,85.16,0.13,27.45,30.35,131.76,0.86
6.56,13.7,12.18,84.77,0.13,27.43,30.48,130.61,0.86
6.63,14.06,13.06,85.22,0.13,27.23,30.73,129.58,0.86
6.72,14.45,13.86,85.4,0.13,27.09,30.96,128.24,0.86
6.8,14.85,14.43,85.34,0.13,26.95,31.18,127.4,0.86
6.86,15.26,14.77,85.4,0.13,26.83,31.47,123.94,0.86
6.91,15.68,14.87,85.36,0.13,26.72,31.68,123.88,0.86
6.94,16.1,14.83,85.11,0.13,26.61,31.97,122.85,0.86
6.96,16.51,14.67,85.39,0.13,26.71,31.84,123.11,0.86
6.97,16.91,14.46,85.83,0.13,26.65,31.9,122.98,0.86
6.97,17.3,14.24,85.56,0.13,26.64,31.88,122.6,0.86
6.98,17.65,14.02,85.99,0.13,26.87,31.82,122.21,0.86
6.98,17.98,13.81,85.56,0.13,26.79,32.02,121.89,0.86
6.99,18.26,13.59,85.92,0.13,26.65,32.19,122.15,0.86
6.99,18.49,13.37,86.07,0.13,26.72,32.15,122.6,0.86
6.99,18.63,13.13,86.3,0.13,26.98,31.94,122.15,0.86
6.99,18.77,12.93,85.94,0.13,27.02,31.98,121.7,0.86
6.99,18.85,12.7,86.66,0.13,27.41,31.59,123.04,0.86
7.01,18.95,12.54,86.59,0.13,27.18,31.91,124.33,0.86
7.01,19.03,12.36,86.62,0.13,27.36,31.67,124.26,0.86
7.01,19.09,12.18,87.05,0.13,27.36,31.7,123.36,0.86
7,19.1,12,87.37,0.13,27.73,31.21,123.56,0.86
6.99,19.08,11.82,87.58,0.13,27.63,31.47,123.04,0.86
6.98,19.03,11.62,87.82,0.13,27.79,31.35,122.34,0.86
6.97,18.98,11.43,87.35,0.13,27.58,31.47,122.85,0.86
6.94,18.89,11.19,87.66,0.13,27.82,31.14,123.3,0.86
6.91,18.78,10.87,87.85,0.13,27.76,31.23,125.29,0.86
6.85,18.65,10.48,87.9,0.13,28.17,30.79,126.7,0.86
6.79,18.48,10.07,87.61,0.13,28.18,30.69,128.49,0.86
6.74,18.33,9.68,87.69,0.13,28.28,30.5,129.13,0.86
6.69,18.2,9.25,87.41,0.13,28.54,30.22,129,0.86
6.63,18.07,8.79,87.76,0.13,28.38,30.39,128.17,0.86
6.57,17.94,8.35,88.05,0.13,28.5,30.27,129.07,0.86
6.52,17.81,7.94,87.77,0.13,28.7,30.07,129.13,0.86
6.47,17.67,7.53,88.1,0.12,28.82,29.96,128.43,0.86
6.43,17.54,7.12,88.08,0.13,28.94,29.84,127.85,0.86
6.39,17.4,6.78,88.04,0.13,28.99,29.87,128.62,0.86
6.35,17.25,6.49,88.51,0.13,29.01,29.77,129.65,0.86
6.32,17.12,6.23,88.16,0.13,29.14,29.73,130.22,0.86
6.3,16.97,5.99,88.38,0.13,28.87,30,131.06,0.87
6.27,16.82,5.79,88.65,0.13,29.13,29.74,131.5,0.87
6.26,16.7,5.63,88.85,0.13,29.03,29.92,132.34,0.87
6.23,16.56,5.47,88.95,0.13,29.16,29.8,132.08,0.87
6.21,16.44,5.32,89.23,0.13,29.21,29.91,132.02,0.87
6.2,16.31,5.2,89.4,0.13,29.04,30.09,132.59,0.87
6.19,16.19,5.09,89.27,0.13,29.03,30.04,133.55,0.87
6.17,16.12,4.99,89.37,0.13,29.01,30.1,134.9,0.87
6.16,16.04,4.91,89.49,0.13,29.14,30.01,136.44,0.87
6.15,15.96,4.88,89.64,0.13,28.94,30.23,136.95,0.87
6.15,15.86,4.89,89.44,0.13,28.97,30.24,137.53,0.87
6.14,15.76,4.89,89.55,0.13,29.13,30.01,138.81,0.87
6.13,15.66,4.9,89.73,0.13,29.07,30.09,138.36,0.87
6.12,15.55,4.9,89.63,0.13,28.85,30.34,138.75,0.87
6.12,15.44,4.89,89.65,0.13,28.86,30.35,139.39,0.87
6.11,15.34,4.9,89.9,0.13,29.03,30.2,139.96,0.87
6.11,15.23,4.89,89.95,0.13,29.03,30.22,140.54,0.87
6.1,15.13,4.89,89.71,0.13,28.97,30.22,140.92,0.87
6.1,15.03,4.89,89.67,0.13,28.92,30.3,141.63,0.87
6.1,14.94,4.93,89.65,0.13,28.94,30.22,142.33,0.87
6.09,14.84,4.97,89.55,0.13,29.04,30.23,142.65,0.87
6.09,14.75,4.97,89.78,0.13,28.99,30.31,142.85,0.87
6.09,14.66,4.99,89.45,0.13,28.95,30.3,142.91,0.87
6.09,14.57,4.99,89.44,0.13,29.14,30.14,143.23,0.87
6.08,14.49,4.99,89.51,0.13,29.49,29.74,143.3,0.87
6.08,14.4,4.98,89.37,0.14,29.05,30.28,144,0.87
6.08,14.31,4.97,89.27,0.14,28.93,30.35,144.13,0.87
6.07,14.23,4.96,89.04,0.13,29.13,30.19,144.39,0.87
6.07,14.15,4.97,89.29,0.13,29.17,30.18,144.83,0.87
6.07,14.07,4.95,89.13,0.13,29.22,30.24,145.09,0.87
6.07,14.01,4.95,89.01,0.13,29.14,30.22,144.83,0.87
6.07,13.95,4.93,88.83,0.14,29.14,30.35,144.51,0.87
6.07,13.91,4.92,88.57,0.14,29.16,30.23,144.32,0.87
6.07,13.86,4.91,88.76,0.13,28.93,30.5,144.06,0.87
6.07,13.8,4.91,88.47,0.14,28.84,30.56,143.94,0.87
6.07,13.73,4.92,88.35,0.13,28.98,30.46,144.26,0.88
6.08,13.65,4.93,88.43,0.13,28.88,30.6,144.06,0.88
6.07,13.57,4.94,88.12,0.13,29,30.51,143.94,0.88
6.08,13.48,4.95,88.24,0.14,29.19,30.27,144.13,0.88
6.08,13.41,4.96,88.03,0.13,29.25,30.33,143.87,0.88
6.08,13.34,4.97,87.96,0.14,29.14,30.39,142.98,0.88
6.08,13.27,4.99,88.01,0.13,28.89,30.69,143.36,0.88
6.08,13.21,5.02,87.91,0.13,29.04,30.67,143.36,0.88
6.09,13.16,5.06,87.73,0.13,29.14,30.55,142.98,0.88
6.09,13.1,5.09,87.83,0.13,28.89,30.76,142.01,0.88
6.09,13.06,5.13,87.43,0.13,29.07,30.64,141.82,0.88
6.1,13.03,5.21,87.53,0.14,28.95,30.75,142.46,0.88
6.1,12.99,5.36,87.49,0.14,29.13,30.63,141.95,0.88
6.11,12.94,5.57,87,0.13,29.06,30.67,141.44,0.88
6.12,12.91,5.9,86.89,0.14,29.11,30.71,142.65,0.88
6.14,12.91,6.35,86.68,0.14,29.1,30.7,142.85,0.88
6.16,12.95,6.91,86.66,0.14,29,30.75,143.1,0.88
6.18,13.03,7.64,86.47,0.14,29.02,30.6,143.68,0.88
6.23,13.16,8.58,86.21,0.13,28.98,30.57,143.55,0.88
6.27,13.31,9.52,86.54,0.13,28.71,30.84,142.4,0.88
6.32,13.49,10.38,86.66,0.13,28.72,31.01,141.12,0.88
6.38,13.73,11.31,86.53,0.13,28.75,31.04,139.13,0.88
6.45,14.03,12.13,86.7,0.13,28.08,31.68,140.09,0.88
6.51,14.31,12.85,86.93,0.13,27.86,32,138.49,0.88
6.59,14.66,13.61,86.83,0.13,27.81,32.1,137.14,0.87
6.66,14.96,14.1,86.79,0.13,27.68,32.33,130.73,0.87
6.74,15.4,14.5,87.06,0.13,27.66,32.53,125.35,0.87
6.78,15.8,14.55,86.87,0.13,27.6,32.67,124.26,0.87
6.81,16.24,14.48,86.94,0.13,27.43,32.96,124.01,0.87
6.82,16.63,14.32,86.45,0.13,27.65,32.76,123.11,0.87
6.83,16.88,14.1,87.1,0.13,27.55,32.95,121.7,0.87
6.82,17.11,13.9,86.94,0.13,27.62,32.83,121.44,0.87
6.84,17.38,13.76,86.72,0.13,27.53,33.01,120.74,0.87
6.84,17.64,13.59,87.17,0.13,27.58,32.94,119.46,0.87
6.85,17.96,13.44,86.76,0.13,27.99,32.57,120.74,0.87
6.86,18.33,13.3,87.34,0.13,27.89,32.73,121.31,0.87
6.86,18.62,13.13,86.99,0.13,27.83,32.89,120.16,0.87
6.86,18.85,12.94,87.43,0.13,27.99,32.76,119.14,0.87
6.87,19.03,12.77,87.66,0.13,27.85,33.03,118.24,0.87
6.87,19.16,12.59,87.95,0.13,28.03,32.82,117.6,0.87
6.87,19.26,12.41,88.23,0.13,28.31,32.56,116.64,0.87
6.86,19.32,12.23,88.46,0.13,28.08,32.84,115.61,0.87
6.87,19.36,12.08,88.5,0.13,28.21,32.72,114.84,0.87
6.87,19.36,11.93,88.62,0.13,28.44,32.39,114.39,0.87
6.86,19.32,11.77,88.82,0.13,28.31,32.5,114.07,0.87
6.86,19.29,11.61,88.82,0.13,28.49,32.37,113.62,0.87
6.85,19.23,11.44,88.84,0.13,28.79,32.09,113.37,0.87
6.82,19.14,11.22,89.03,0.13,28.75,32,113.75,0.87
6.79,19,10.91,89.27,0.13,29.09,31.72,113.37,0.87
6.74,18.84,10.51,88.93,0.13,28.96,31.77,114.65,0.87
6.69,18.7,10.12,89.16,0.12,29.21,31.49,115.35,0.88
6.64,18.57,9.72,89.01,0.13,29.35,31.28,117.34,0.88
6.59,18.44,9.31,88.92,0.13,29.17,31.38,117.53,0.88
6.54,18.3,8.84,88.77,0.13,29.44,31.18,118.62,0.88
6.48,18.17,8.37,89.34,0.13,29.42,31.13,119.07,0.88
6.43,18.04,7.9,89.46,0.13,29.56,31,120.35,0.88
6.38,17.92,7.46,89.57,0.13,29.55,30.94,120.48,0.88
6.34,17.81,7.06,89.27,0.13,29.7,30.8,122.53,0.88
6.3,17.7,6.69,89.68,0.13,29.7,30.82,124.52,0.88
6.27,17.59,6.37,89.46,0.13,29.63,30.91,125.16,0.88
6.24,17.49,6.08,89.77,0.13,29.73,30.84,125.86,0.88
6.21,17.4,5.83,89.9,0.13,29.68,30.84,127.4,0.88
6.19,17.31,5.61,90,0.13,29.64,30.99,127.98,0.88
6.16,17.23,5.43,90.41,0.13,29.84,30.75,128.94,0.88
6.15,17.14,5.26,90.41,0.13,29.8,30.74,129.45,0.88
6.13,17.06,5.1,90.32,0.13,29.68,30.9,129.65,0.88
6.11,16.98,4.96,90.36,0.13,29.65,30.97,130.09,0.88
6.1,16.9,4.82,90.56,0.13,29.62,31.03,131.5,0.88
6.08,16.82,4.7,90.43,0.13,29.74,30.95,132.08,0.88
6.07,16.73,4.6,90.82,0.13,29.7,31.02,132.4,0.88
6.06,16.65,4.5,90.37,0.13,29.9,30.85,132.59,0.88
6.05,16.56,4.43,90.8,0.13,29.54,31.24,133.11,0.88
6.04,16.49,4.35,90.79,0.13,29.83,30.91,134.07,0.88
6.03,16.39,4.31,90.88,0.13,29.69,31.07,134.64,0.88
6.03,16.28,4.31,90.79,0.13,29.7,31.09,135.09,0.88
6.03,16.18,4.36,90.84,0.13,29.72,31.01,136.76,0.88
6.02,16.09,4.4,90.6,0.13,29.6,31.17,137.14,0.88
6.02,15.99,4.44,90.8,0.13,29.61,31.09,137.59,0.88
6.02,15.88,4.48,90.74,0.13,29.69,31.03,138.55,0.88
6.01,15.77,4.52,90.81,0.13,29.62,31.04,138.94,0.88
6.01,15.65,4.56,90.77,0.13,30.01,30.58,139.32,0.88
6.01,15.54,4.6,90.78,0.13,29.93,30.76,139.58,0.89
6.01,15.42,4.64,90.65,0.13,29.77,30.86,139.64,0.89
6,15.31,4.68,90.58,0.14,29.69,30.95,140.35,0.89
6,15.21,4.73,90.61,0.13,29.71,30.87,141.12,0.89
6,15.1,4.77,90.35,0.14,29.87,30.73,141.63,0.89
6,14.99,4.8,90.31,0.13,29.95,30.51,141.69,0.89
5.99,14.9,4.8,90.37,0.14,29.9,30.58,141.95,0.89
5.99,14.8,4.8,90.25,0.14,29.77,30.74,141.44,0.89
5.99,14.7,4.79,90.32,0.13,29.94,30.59,141.57,0.89
5.99,14.6,4.78,90.06,0.13,29.8,30.76,141.5,0.89
5.99,14.51,4.79,89.87,0.14,29.92,30.6,141.89,0.89
5.99,14.42,4.79,89.85,0.13,29.94,30.52,141.05,0.89
5.99,14.33,4.8,89.96,0.13,30.06,30.59,142.14,0.89
5.99,14.24,4.79,89.6,0.14,30.02,30.58,142.01,0.89
5.99,14.16,4.8,89.52,0.13,29.91,30.73,141.82,0.89
5.99,14.08,4.81,89.57,0.14,29.79,30.88,141.89,0.89
5.99,14,4.82,89.34,0.14,29.75,30.79,142.08,0.89
6,13.91,4.83,89.12,0.14,29.71,30.86,142.46,0.89
