Date,pH,Temperature (°C),D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
44088.27778,6.72061,17.1364,5.09007,23.5148,0.2016,55.4588,14.0598,13.6502,1.08657
44088.28819,6.71364,17.086,5.60401,22.8885,0.202421,55.8562,13.8742,24.8011,1.08659
44088.29861,6.709,17.0683,6.23923,66.138,0.139751,54.3768,14.1998,20.8919,1.08637
44088.30903,6.70783,17.0561,7.08728,56.5598,0.138471,53.8037,14.3835,18.8411,1.08607
44088.31944,6.71362,17.0724,8.06097,50.814,0.134079,53.5919,14.4434,17.239,1.08572
44088.32986,6.71246,17.0683,9.10091,49.4619,0.134252,53.5779,14.4179,15.8291,1.08606
44088.34028,6.69861,17.071,10.1098,45.7262,0.13562,52.6508,14.5267,14.227,1.08611
44088.35069,6.69287,17.0983,11.0583,45.8765,0.133056,52.6122,14.6604,27.3645,1.08526
44088.36111,6.70218,17.1678,11.9286,46.6448,0.133087,52.3672,14.3428,37.8745,1.08487
44088.37153,6.69993,17.2277,12.6835,48.9944,0.130742,51.7922,14.2449,39.9252,1.0844
44088.38194,6.70119,17.3313,13.3264,47.1056,0.130641,51.2262,14.4843,45.5007,1.08404
44088.39236,6.70017,17.4635,13.9052,49.902,0.131335,53.4964,14.3572,51.9092,1.0835
44088.40278,6.7015,17.6313,14.392,49.5307,0.127924,55.8859,13.4938,63.1883,1.08257
44088.41319,6.69249,17.8279,14.7715,49.4886,0.126885,57.7385,12.8614,71.3912,1.08207
44088.42361,6.68119,18.0275,15.02,48.6957,0.126307,58.6258,12.6209,79.2096,1.08141
44088.43403,6.66649,18.2532,15.438,47.4652,0.124202,58.9807,12.2532,96.5768,1.08036
44088.44444,6.66563,18.5092,16.0099,45.0289,0.122444,58.41,12.1901,107.471,1.0793
44088.45486,6.67512,18.7739,15.9826,44.0504,0.122232,60.6573,11.3328,122.66,1.07829
44088.46528,6.62501,19.0801,16.5965,42.1986,0.121817,60.4178,10.9951,134.964,1.07759
44088.47569,6.60363,19.38,17.0085,41.1708,0.120642,60.5203,10.6506,144.769,1.07659
44088.48611,6.60176,19.6887,17.1811,40.7593,0.121658,60.1566,10.6411,152.075,1.07563
44088.49653,6.59191,20.0091,17.4143,40.2479,0.122983,59.8035,10.6795,161.047,1.07266
44088.50694,6.56497,20.3398,17.2831,39.3912,0.11953,59.6547,10.5615,169.762,1.0704
44088.51736,6.54952,20.6865,17.1913,36.6098,0.11754,59.7017,10.3227,176.748,1.06719
44088.52778,6.54429,20.9951,17.2407,36.023,0.120782,60.5057,10.1099,179.952,1.06498
44088.53819,6.45495,21.3449,17.1838,35.3377,0.12271,60.1377,10.1577,186.168,1.06196
44088.54861,6.43965,21.6746,16.9511,32.9335,0.122406,57.1972,10.8113,180.208,1.05232
44088.55903,6.33934,22.0515,16.6327,33.8556,0.124187,59.7641,10.1813,181.426,1.03832
44088.56944,6.1925,22.3156,16.2469,31.1253,0.128935,61.1161,9.97001,192.064,1.03995
44088.57986,6.04699,22.5578,15.8405,27.2484,0.132883,58.4489,10.5721,188.539,1.03417
44088.59028,6.02093,22.8994,15.4348,24.983,0.133805,60.671,10.1487,183.22,1.03883
44088.60069,6.07627,23.2237,15.0158,21.6126,0.13971,60.6593,10.0054,192,1.03305
44088.61111,6.00435,23.3543,14.5294,20.2056,0.141765,60.981,9.95891,197.191,1.04021
44088.62153,5.91629,23.6885,14.042,19.017,0.151812,60.6065,9.94975,201.805,1.03811
44088.63194,5.83881,23.7911,13.5584,18.4984,0.153737,62.3271,9.6919,201.677,1.04544
44088.64236,5.80552,23.9324,13.0524,17.9856,0.147935,62.5633,9.21967,215.071,1.05494
44088.65278,5.70771,24.0053,12.579,17.0459,0.153129,63.0966,9.21123,214.75,1.05352
44088.66319,5.65743,24.1068,12.0608,16.5527,0.163609,63.4152,9.26963,219.3,1.05842
44088.67361,5.66444,24.1612,11.5281,16.2764,0.170708,63.5647,9.22665,218.403,1.05316
44088.68403,5.66797,24.1955,10.9533,16.08,0.179625,63.9422,9.12274,216.288,1.04677
44088.69444,5.63776,24.2413,10.3505,15.9502,0.183394,64.7652,8.90501,209.495,1.04961
44088.70486,5.68379,24.2055,9.6754,15.7191,0.184312,65.216,8.86552,198.665,1.05218
44088.71528,5.83583,24.1826,8.99658,15.6251,0.191202,64.0819,9.14883,188.86,1.05338
44088.72569,5.93698,24.1053,8.31092,15.8016,0.18875,65.065,8.79382,177.837,1.05323
44088.73611,6.26446,23.8896,7.62049,15.7345,0.222523,65.0375,8.64112,182.708,1.05152
44088.74653,6.12497,23.6358,6.93755,16.2978,0.21813,63.8739,8.79685,192.128,1.05169
44088.75694,6.09272,23.4296,6.31371,17.1572,0.209184,64.0448,8.69483,197.511,1.0513
44088.76736,6.00183,23.2791,5.77866,17.9207,0.203677,63.6248,8.77862,204.817,1.04962
44088.77778,5.96174,23.1274,5.3207,18.2215,0.208903,62.8651,8.85889,207.06,1.04777
44088.78819,5.93404,22.9716,4.93555,18.0055,0.208737,61.8837,8.9301,212.7,1.047
44088.79861,5.87127,22.8316,4.618,18.0279,0.210399,61.8661,8.93644,210.585,1.04598
44088.80903,5.91041,22.7017,4.35181,18.2773,0.208583,61.6963,9.03967,211.354,1.04816
44088.81944,5.86005,22.5649,4.13338,18.3735,0.209173,61.0578,9.14059,213.661,1.04631
44088.82986,5.83581,22.4508,3.95776,18.352,0.209088,61.0587,9.14599,212.7,1.0456
44088.84028,5.85571,22.3199,3.81375,18.2518,0.212613,61.0649,9.22654,212.764,1.04439
44088.85069,5.86318,22.2004,3.7011,17.802,0.211761,60.6605,9.32672,213.597,1.04549
44088.86111,5.80947,22.1021,3.61754,17.695,0.213519,60.089,9.50406,210.841,1.04779
44088.87153,5.7853,22.0207,3.55534,17.4562,0.215059,60.7544,9.41353,206.932,1.046
44088.88194,5.83819,21.9043,3.51287,17.3913,0.215113,59.2999,9.62476,206.355,1.04668
44088.89236,5.81516,21.823,3.48737,17.2692,0.215966,60.5624,9.43541,200.459,1.04778
44088.90278,5.81476,21.725,3.47643,17.4735,0.217957,60.2994,9.5357,200.459,1.04814
44088.91319,5.82571,21.6215,3.47766,16.7106,0.22058,60.0302,9.6379,197.704,1.04847
44088.92361,5.83665,21.5124,3.48845,16.4159,0.221,60.5067,9.62463,195.14,1.04881
44088.93403,5.85554,21.3979,3.51048,16.1799,0.221694,60.0626,9.70517,196.935,1.04923
44088.94444,5.86875,21.2849,3.54232,16.1388,0.222471,60.567,9.63716,196.486,1.0494
44088.95486,5.87745,21.1789,3.57915,15.9908,0.222696,59.061,9.7595,191.872,1.04884
44088.96528,5.88841,21.0661,3.62413,16.0089,0.223214,60.0209,9.79552,190.142,1.04911
44088.97569,5.91878,20.9631,3.66818,15.8016,0.223922,59.606,9.76633,188.219,1.04973
44088.98611,5.90471,20.856,3.71688,15.62,0.22452,59.2168,9.92164,191.039,1.0504
44088.99653,5.92826,20.749,3.76571,15.5059,0.226287,59.1131,9.99843,188.219,1.05155
44089.00694,5.95073,20.6573,3.80681,15.2948,0.226941,59.4995,9.94987,186.168,1.05264
44089.01736,5.94129,20.5685,3.85335,15.1546,0.227543,59.1103,10.025,187.578,1.05328
44089.02778,5.99684,20.4659,3.89535,15.1324,0.226632,58.6787,10.1054,185.399,1.05393
44089.03819,5.98617,20.3508,3.93692,14.8529,0.229021,58.7482,10.1305,186.425,1.05476
44089.04861,5.99496,20.2511,3.97618,14.7274,0.230338,58.6644,10.1045,186.681,1.0558
44089.05903,6.02437,20.1639,4.01243,14.6448,0.229703,59.0643,10.0759,181.426,1.05708
44089.06944,6.01153,20.0837,4.05123,14.4904,0.231369,58.7883,10.2435,182.067,1.0577
44089.07986,6.02487,19.9731,4.0926,14.4426,0.23107,57.3199,10.4562,182.964,1.05881
44089.09028,6.08398,19.8681,4.13579,14.2833,0.230536,58.5836,10.3306,179.055,1.05932
44089.10069,6.08598,19.7743,4.17862,14.2266,0.231426,58.655,10.3596,176.107,1.06044
44089.11111,6.1177,19.6708,4.21829,14.3417,0.230462,58.2772,10.3815,173.159,1.06154
44089.12153,6.15407,19.588,4.24971,14.0373,0.231879,57.1318,10.5959,168.929,1.06252
44089.13194,6.13776,19.4888,4.28441,14.0728,0.232186,58.5241,10.4374,174.569,1.06394
44089.14236,6.12027,19.3855,4.32152,13.9175,0.233418,57.4025,10.6263,173.736,1.06519
44089.15278,6.17614,19.2933,4.35729,13.7291,0.232623,57.1949,10.7321,169.826,1.06624
44089.16319,6.16787,19.208,4.39715,13.5785,0.233992,56.9582,10.7291,169.826,1.06751
44089.17361,6.20889,19.1186,4.43589,13.5388,0.234022,58.3641,10.54,169.762,1.06858
44089.18403,6.21435,19.0183,4.47984,13.4238,0.234567,56.8052,10.8094,167.776,1.06984
44089.19444,6.21527,18.9317,4.524,13.3515,0.233966,57.4479,10.7011,167.712,1.0709
44089.20486,6.22191,18.8411,4.56969,13.2765,0.232689,57.5548,10.6055,165.34,1.07165
44089.21528,6.22397,18.7506,4.61538,13.1476,0.23589,57.3305,10.6891,164.187,1.07268
44089.22569,6.26162,18.66,4.66351,13.0779,0.235874,56.8225,10.7072,162.264,1.07355
44089.23611,6.27748,18.5723,4.70974,12.9514,0.236508,56.3709,10.8986,166.814,1.07444
44089.24653,6.28995,18.5052,4.77881,12.6791,0.236749,57.1192,10.7609,166.366,1.07517
44089.25694,6.29669,18.4435,4.91926,12.4115,0.237468,56.6545,10.9045,167.263,1.07589
44089.26736,6.29999,18.3805,5.21016,12.2536,0.237576,55.7582,11.0241,168.673,1.07622
44089.27778,6.30097,18.3106,5.55559,12.1297,0.238024,56.2195,10.9498,168.993,1.07687
44089.28819,6.28706,18.2655,5.92393,12.1365,0.238176,56.7901,10.7974,172.71,1.07791
44089.29861,6.3087,18.1765,6.43403,46.1929,0.131429,56.9486,10.8084,161.752,1.07818
44089.30903,6.29144,18.1738,7.30024,19.7445,0.139533,56.6076,10.8585,162.841,1.07802
44089.31944,6.26593,18.0931,8.2113,17.3747,0.143078,56.3171,10.7589,170.467,1.07793
44089.32986,6.22911,18.0917,9.12197,18.5242,0.171567,56.5983,10.6498,163.033,1.07742
44089.34028,6.19809,18.1068,9.98921,22.4567,0.164624,55.8239,10.8503,171.044,1.07673
44089.35069,6.19477,18.1533,10.8092,19.9013,0.170131,54.5775,10.6194,178.991,1.07642
44089.36111,6.21916,18.2422,11.5817,21.51,0.172194,55.0859,10.399,182.195,1.07532
44089.37153,6.2356,18.3709,12.3041,22.025,0.173877,54.2985,10.3263,187.45,1.07425
44089.38194,6.25551,18.5175,12.9964,23.7118,0.16884,52.18,10.8693,191.359,1.07162
44089.39236,6.24448,18.6916,13.7121,23.0689,0.16413,51.9471,11.4888,194.627,1.07275
44089.40278,6.17738,18.9194,5.51108,22.7783,0.166181,55.6401,10.7894,198.28,1.07149
44089.41319,6.17696,19.1791,0.781517,23.2066,0.160655,55.7255,10.8705,204.625,1.06912
44089.42361,6.09981,19.4351,0.0297273,23.8026,0.160238,57.5285,10.1374,210.713,1.06595
44089.43403,6.05396,19.777,0.0247917,24.4362,0.154642,54.8894,10.7992,213.02,1.06449
44089.44444,6.09498,20.0948,0.0257788,25.6,0.155666,56.2544,10.4039,218.403,1.0605
44089.45486,6.04025,20.4811,0.0286964,25.5399,0.149661,55.8045,10.4605,217.57,1.05802
44089.46528,6.06889,20.8768,0.0343678,25.3638,0.142059,56.5834,10.1558,211.866,1.05453
44089.47569,6.16571,21.2709,0.0386482,24.0662,0.140051,56.4764,10.1043,194.692,1.05481
44089.48611,6.36578,21.6788,0.0686357,20.4149,0.13516,56.8241,9.91811,194.179,1.05418
44089.49653,6.20996,22.0571,0.0979985,20.2076,0.139954,59.453,9.30424,195.973,1.05814
44089.50694,6.2666,22.4691,0.10966,19.1873,0.142934,57.8831,9.8026,196.999,1.05403
44089.51736,6.32972,22.8147,0.100312,18.2795,0.134337,58.0624,9.58308,204.945,1.0572
44089.52778,6.2412,23.1741,0.0808018,18.0411,0.145545,59.1169,9.37534,212.636,1.05476
44089.53819,6.29405,23.522,0.0617332,17.0982,0.15585,57.8897,9.64095,221.8,1.05736
44089.54861,6.27,23.8468,0.0434206,17.0503,0.165864,57.9584,9.52235,231.413,1.05901
44089.55903,6.22671,24.1225,0.0302317,16.7604,0.170955,56.9182,9.70683,232.758,1.05979
44089.56944,6.32073,24.323,0.0218055,16.2689,0.187366,57.981,9.49709,234.168,1.06023
44089.57986,6.48479,24.7469,0.0143327,16.9124,0.191021,57.4916,9.40275,241.73,1.0583
44089.59028,6.27494,24.9459,0.015315,16.7367,0.182449,58.4557,9.39493,243.653,1.05925
44089.60069,6.5469,24.907,0.0112965,17.1276,0.187543,57.9558,9.379,245.96,1.05891
44089.61111,6.43218,24.881,0.0115375,17.111,0.188309,57.5435,9.61316,244.294,1.05824
44089.62153,6.51516,24.7455,0.0103882,17.9917,0.182612,57.8133,9.44036,250.51,1.06029
44089.63194,6.36757,24.6318,0.0102733,19.0083,0.174859,58.0369,9.2073,264.993,1.06031
44089.64236,6.22432,24.4981,0.00879379,19.717,0.175915,58.3267,9.26287,268.262,1.06122
44089.65278,6.29807,24.2686,0.00769143,20.2546,0.171368,59.3833,8.99214,272.748,1.06145
44089.66319,6.25367,24.0839,0.00805238,20.6132,0.169844,58.4838,9.27154,280.822,1.06192
44089.67361,6.37837,23.8781,0.00791606,20.9332,0.170061,58.584,9.27076,282.553,1.06229
44089.68403,6.23569,23.6671,0.0064138,21.115,0.1704,60.309,8.91362,285.629,1.06264
44089.69444,6.29835,23.431,0.00469411,20.6336,0.168599,58.0679,9.2993,293.447,1.06447
44089.70486,6.21985,23.2237,0.00591642,21.287,0.170214,58.4796,9.23981,302.483,1.06812
44089.71528,6.36523,23.007,0.00574727,21.2759,0.170709,62.797,8.20343,311.84,1.06921
44089.72569,6.07487,22.7779,0.00502603,21.2101,0.17004,60.1206,8.75151,312.224,1.07046
44089.73611,6.22368,22.5268,0.00390406,21.083,0.171689,59.7961,8.78198,317.543,1.07049
44089.74653,6.1311,22.2594,0.00265281,20.8296,0.172673,59.2643,8.7154,319.786,1.07177
44089.75694,6.07144,22.0445,0.00202614,20.7608,0.172866,62.9814,7.95684,318.505,1.07192
44089.76736,5.96174,21.837,0.00301402,20.4288,0.175122,61.9964,8.29329,321.068,1.07291
44089.77778,5.99048,21.6033,0.00227284,20.4307,0.179284,62.2977,8.00771,321.324,1.07345
44089.78819,5.9945,21.4496,0.00170856,20.3866,0.179009,63.1834,7.96644,323.567,1.0747
44089.79861,5.9211,21.2835,0.00122828,20.3089,0.180956,63.1106,8.01982,319.786,1.07563
44089.80903,5.94904,21.1399,0.000436386,20.2433,0.178959,59.8286,8.6053,320.62,1.0763
44089.81944,5.86413,20.9714,0.000744483,20.1131,0.18436,61.0228,8.41377,319.594,1.0766
44089.82986,5.90006,20.831,0.00105804,19.8965,0.185331,60.9974,8.41724,317.8,1.07737
44089.84028,5.90073,20.7045,0.000138671,19.7988,0.184464,62.3546,8.23123,314.98,1.07795
44089.85069,5.83968,20.5505,0,19.8348,0.184871,60.8679,8.4268,313.826,1.07838
44089.86111,5.93159,20.4104,0,20.013,0.18616,62.631,8.244,313.378,1.07916
44089.87153,5.89113,20.2761,0,19.6591,0.186795,61.3662,8.41671,308.764,1.0799
44089.88194,5.9078,20.1529,0,19.6255,0.187844,61.7275,8.37911,307.995,1.08029
44089.89236,5.8457,20.0492,0,19.6143,0.188418,61.91,8.43778,293.575,1.08074
44089.90278,5.80419,19.9593,0,19.2355,0.189674,62.0132,8.5525,279.669,1.08138
44089.91319,5.80834,19.8543,0,19.0309,0.193058,62.1081,8.4237,270.761,1.08157
44089.92361,5.80912,19.766,0,18.6949,0.192862,61.2444,8.50793,265.891,1.08212
44089.93403,5.90371,19.6708,0,18.4424,0.195252,61.3051,8.58626,261.212,1.08233
44089.94444,5.8301,19.577,0,18.1397,0.196717,61.8092,8.57391,257.559,1.0826
44089.95486,5.83431,19.4847,0,18.0356,0.197264,62.1959,8.57401,255.957,1.08307
44089.96528,5.8912,19.3883,0,17.873,0.198714,61.8282,8.65818,253.522,1.08341
44089.97569,5.86564,19.2961,0,17.8066,0.200976,62.0354,8.56904,252.048,1.08378
44089.98611,5.89046,19.1943,0,17.4869,0.199542,62.2363,8.69342,248.587,1.0841
44089.99653,5.90502,19.1035,0,17.6168,0.201417,62.3047,8.59604,246.793,1.08448
44090.00694,5.94018,18.9977,0,17.365,0.201755,62.2476,8.58979,244.55,1.08449
44090.01736,5.92148,18.9029,0,17.1856,0.201329,61.7699,8.73666,244.806,1.08504
44090.02778,6.04845,18.7863,0,16.9765,0.202826,61.7695,8.74174,244.614,1.08518
44090.03819,6.00681,18.6916,0,16.7983,0.204171,61.3879,8.76803,241.089,1.08536
44090.04861,6.00643,18.5805,0,16.5726,0.204139,60.7548,8.77375,241.73,1.08566
44090.05903,6.00952,18.4736,0,16.5712,0.204856,60.5102,8.86327,237.693,1.08584
44090.06944,5.99548,18.4024,0,16.4577,0.204925,60.2717,8.98582,230.131,1.08608
44090.07986,6.02864,18.3503,0,16.3474,0.20581,61.3228,8.91766,233.271,1.08601
44090.09028,6.05944,18.2778,0,16.3842,0.205558,60.2013,9.04585,230.131,1.08622
44090.10069,6.0891,18.2025,0,16.2642,0.20711,59.8183,9.02114,228.08,1.08636
44090.11111,6.07505,18.1232,0,16.149,0.207723,60.2482,9.04015,227.183,1.08638
44090.12153,6.10583,18.0343,0,15.9508,0.208621,60.0374,9.00767,223.466,1.08643
44090.13194,6.11709,17.9523,0,15.7939,0.208679,59.0456,9.1911,223.017,1.0867
44090.14236,6.10306,17.8812,0,15.9107,0.208842,60.5254,9.05671,224.555,1.08695
44090.15278,6.14654,17.7883,0,15.86,0.206915,60.5895,9.10324,228.785,1.08717
44090.16319,6.14741,17.6927,0,15.6796,0.209131,59.5361,9.2326,226.414,1.0874
44090.17361,6.17954,17.6477,0,15.6276,0.208784,59.5542,9.2238,223.274,1.0877
44090.18403,6.237,17.589,0,15.3961,0.208547,59.8155,9.19052,224.171,1.08756
44090.19444,6.22529,17.5195,0.0329601,15.4296,0.210159,59.8893,9.35582,227.055,1.08751
44090.20486,6.24925,17.424,0.0491733,15.0492,0.210992,59.409,9.32541,229.746,1.08765
44090.21528,6.26291,17.3531,0.0653849,14.9826,0.211474,59.0934,9.36612,229.17,1.08825
44090.22569,6.25006,17.289,0.0765527,14.9871,0.211516,58.5037,9.44924,225.709,1.08833
44090.23611,6.27184,17.2345,0.0846526,14.8491,0.212768,59.1218,9.36599,226.606,1.08847
44090.24653,6.2544,17.1827,0.091771,14.7004,0.21333,59.0288,9.41077,222.633,1.0886
44090.25694,6.26931,17.1446,0.11955,14.4144,0.212469,59.4947,9.30402,220.838,1.08867
44090.26736,6.28532,17.0847,0.167184,14.4483,0.213083,59.4779,9.39991,222.889,1.08849
44090.27778,6.28402,17.0247,0.24309,14.3537,0.21354,59.0596,9.38185,223.017,1.08843
44090.28819,6.27,16.9621,0.365703,14.2405,0.214916,58.5691,9.42928,222.825,1.08865
44090.29861,6.23533,16.9526,0.563304,14.071,0.213863,58.4623,9.41884,226.35,1.08842
44090.30903,6.2723,16.958,0.846347,14.0848,0.21239,58.1761,9.44287,229.17,1.0879
44090.31944,6.25619,16.9798,1.21491,13.9845,0.212749,57.3443,9.52096,232.951,1.08801
44090.32986,6.23548,17.0125,1.57814,14.123,0.212479,57.313,9.43193,231.925,1.08778
44090.34028,6.22296,17.0806,1.91325,14.1808,0.211322,57.3901,9.37521,233.591,1.08714
44090.35069,6.15052,17.1786,2.33554,14.388,0.208173,56.7107,9.3746,235.45,1.08655
44090.36111,6.13245,17.3135,2.74489,14.8134,0.211703,57.4047,9.33687,242.82,1.08596
44090.37153,6.12362,17.4458,3.09431,15.1408,0.209059,56.7783,9.16433,247.37,1.08441
44090.38194,6.02609,17.5876,3.5103,15.0296,0.200819,58.1174,9.17585,249.869,1.08434
44090.39236,6.06136,17.802,3.92154,14.8174,0.203172,53.767,10.2625,240.705,1.08692
44090.40278,6.68721,18.2805,4.15864,15.6911,0.240684,60.396,8.71183,255.765,1.08169
44090.41319,5.87443,18.3038,4.67879,15.802,0.24829,59.7804,9.03333,257.303,1.08053
44090.42361,5.72553,18.6943,5.21451,16.2247,0.248304,61.283,8.96167,252.561,1.07977
44090.43403,5.89005,19.0843,5.61615,15.5017,0.248783,61.3655,9.06853,255.124,1.07886
44090.44444,5.81835,19.5012,6.03008,16.2375,0.247018,60.0185,9.27778,254.227,1.07809
44090.45486,5.86363,19.9565,6.38249,16.7299,0.243906,61.5705,9.01608,257.688,1.07666
44090.46528,5.84711,20.4077,6.64374,17.1333,0.235496,62.0723,8.5506,257.495,1.07583
44090.47569,5.82381,20.8602,6.83498,17.4414,0.233502,64.2912,8.26468,256.406,1.07487
44090.48611,5.77207,21.2975,6.95572,17.5202,0.237113,63.2325,8.34734,260.123,1.07424
44090.49653,5.72282,21.7488,7.01507,18.1227,0.236256,63.8796,8.28174,259.354,1.07344
44090.50694,5.69525,22.1948,7.02137,17.2014,0.222039,62.9094,8.56132,259.418,1.07233
44090.51736,5.73005,22.6354,6.97189,13.9522,0.222162,63.792,8.32133,251.535,1.07164
44090.52778,5.75778,23.0339,6.8899,14.8723,0.222117,64.7323,7.9866,252.304,1.07097
44090.53819,5.71764,23.4324,6.76344,15.0297,0.222353,63.055,8.33411,249.485,1.07075
44090.54861,5.73285,23.8182,6.62182,12.363,0.235738,64.144,8.0971,245.191,1.07104
44090.55903,5.7432,24.1311,6.45594,10.9942,0.232109,63.6756,8.10322,249.997,1.07083
44090.56944,5.60846,24.4809,6.26613,11.1482,0.250179,62.9871,8.35257,245.191,1.07084
44090.57986,5.72095,24.7239,6.05333,11.0439,0.262022,65.4966,7.95949,243.845,1.07395
44090.59028,5.8106,24.9185,5.82827,11.3671,0.282989,64.8665,7.86264,242.243,1.076
44090.60069,5.89918,25.1612,5.58264,11.32,0.266661,63.9759,8.04948,243.781,1.07973
44090.61111,6.0951,25.3177,5.32393,11.2378,0.278546,62.9091,8.25804,235.065,1.07988
44090.62153,6.13651,25.2756,5.04164,11.11,0.288091,63.2723,8.22489,237.052,1.07971
44090.63194,6.15317,25.2104,4.74502,11.5217,0.283656,64.9527,8.00316,233.399,1.0798
44090.64236,6.12809,25.0831,4.44206,11.9794,0.280128,64.5857,8.02744,231.925,1.08035
44090.65278,6.07507,25.0124,4.1264,11.9009,0.280803,64.3709,7.91283,235.322,1.08118
44090.66319,6.05881,24.8478,3.80442,11.9586,0.278173,64.0669,7.96973,234.553,1.08141
44090.67361,6.07291,24.6807,3.45684,12.115,0.278681,65.1846,7.71166,237.885,1.08138
44090.68403,6.0836,24.4996,3.07187,12.0095,0.276017,66.1006,7.72227,240.385,1.08159
44090.69444,6.09435,24.3331,2.66014,12.2194,0.275032,65.7673,7.71802,238.59,1.08186
44090.70486,6.05995,24.1382,2.23246,12.6702,0.275326,66.4125,7.54642,243.332,1.08179
44090.71528,6.07851,23.9467,1.78925,12.8593,0.275074,65.8478,7.47641,247.818,1.08249
44090.72569,5.97868,23.7769,1.33356,12.9968,0.272356,65.6357,7.45273,247.37,1.08337
44090.73611,5.96547,23.549,0.910018,13.2481,0.27254,65.4849,7.52009,252.497,1.0839
44090.74653,5.9705,23.3713,0.57229,13.3492,0.273097,65.4368,7.45596,252.561,1.08383
44090.75694,5.94494,23.1727,0.355335,13.4102,0.270968,63.2959,7.6416,253.522,1.08436
44090.76736,5.87647,23.0084,0.259173,13.2323,0.271745,63.6351,7.71357,252.24,1.08477
44090.77778,5.89724,22.8132,0.236237,13.257,0.272998,62.5287,7.80203,252.433,1.08569
44090.78819,5.892,22.6241,0.237161,13.2286,0.272464,62.6663,7.7533,251.664,1.0862
44090.79861,5.91063,22.4522,0.246083,13.0859,0.270941,62.5563,7.8168,252.561,1.08638
44090.80903,5.89981,22.2861,0.260653,13.0253,0.273716,62.3625,7.83784,252.881,1.08737
44090.81944,5.87644,22.1063,0.274108,12.9417,0.273706,62.5582,7.76229,254.291,1.08745
44090.82986,5.85979,21.9085,0.288632,12.8245,0.277217,62.1962,7.83173,255.06,1.08838
44090.84028,5.79108,21.7698,0.303236,12.633,0.275048,62.3227,7.88144,253.65,1.08889
44090.85069,5.84393,21.6284,0.320956,12.5801,0.278002,61.3733,8.02972,259.354,1.0892
44090.86111,5.83099,21.5194,0.335928,12.6517,0.278623,62.7933,7.90429,256.662,1.0895
44090.87153,5.80321,21.3979,0.350098,12.6583,0.280143,62.4055,8.02966,254.291,1.09014
44090.88194,5.75171,21.3268,0.367223,12.6115,0.275094,62.2966,8.09198,250.894,1.09027
44090.89236,5.76719,21.2194,0.382918,12.5913,0.278785,61.5869,8.26584,251.215,1.09091
44090.90278,5.76799,21.1371,0.396884,12.6696,0.279327,61.9771,8.16942,248.78,1.09099
44090.91319,5.80403,21.041,0.415478,12.8579,0.2809,63.0258,8.03153,242.499,1.09132
44090.92361,5.88455,20.9492,0.433847,12.8466,0.278266,61.0098,8.25904,241.025,1.09138
44090.93403,5.84428,20.8477,0.456162,12.5751,0.280202,61.1983,8.28566,237.052,1.09171
44090.94444,5.90542,20.7393,0.478182,12.7923,0.279807,61.2495,8.3598,233.463,1.09201
44090.95486,5.93472,20.6448,0.500972,12.8042,0.281103,61.7596,8.34427,227.696,1.09237
